id,cause_of_death,region_origin,missing,dead,incident_region,date,source,reliability,lat,lon,affected_nationality
149949,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,04/01/2017,Pima County Office of the Medical Examiner,Verified,33.63877,-114.26163999999999,UNKNOWN
149951,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,29/01/2017,Pima County Office of the Medical Examiner,Verified,31.4246,-111.2435,UNKNOWN
149952,Head trauma (hit by boat propeller),Horn of Africa,0,1.0,Middle East,02/02/2017,UNHCR,Verified,12.56319069,45.62726794,Somalia
149953,Presumed Drowning,Sub-Saharan Africa,3.0,,Mediterranean,03/02/2017,IOM Lybia,Verified,32.92754163,13.18112128,UNKNOWN
149954,Hit by train,Central America & Mexico,0,1.0,Central America incl. Mexico,05/02/2017,Ernesto Villalpando Noticias,Partially Verified,20.80279952,-104.0686533,UNKNOWN
150346,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,06/02/2017,Pima County Office of the Medical Examiner,Verified,32.317111,-113.13486,UNKNOWN
150347,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,06/01/2017,Pima County Office of the Medical Examiner,Verified,32.31711,-113.13483000000001,UNKNOWN
150348,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,06/01/2017,Pima County Office of the Medical Examiner,Verified,32.30597,-113.09133,UNKNOWN
150349,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,08/01/2017,Pima County Office of the Medical Examiner,Verified,31.68753,-111.98465,UNKNOWN
150350,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,09/01/2017,Pima County Office of the Medical Examiner,Verified,32.06821,-112.4018,UNKNOWN
150351,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,10/01/2017,Pima County Office of the Medical Examiner,Verified,31.99745,-112.12123000000001,UNKNOWN
150352,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,17/01/2017,Pima County Office of the Medical Examiner,Verified,32.453990000000005,-113.18415,UNKNOWN
150353,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,17/01/2017,Pima County Office of the Medical Examiner,Verified,32.0145,-112.06358,UNKNOWN
150354,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,26/01/2017,Pima County Office of the Medical Examiner,Verified,32.3088,-111.39521699999999,UNKNOWN
150355,Drowning,Horn of Africa,0,7.0,Middle East,02/02/2017,UNHCR,Verified,12.55105541,44.47840028,Somalia
150356,"Undernourished, dehydration",Horn of Africa,0,1.0,Mediterranean,07/02/2017,Lametino,Partially Verified,38.67158567,16.09699553,Ethiopia
150746,Hit by vehicle,Horn of Africa,0,1.0,Europe,08/10/2016,The Italian Insider,Partially Verified,43.7893327,7.53318198,Eritrea
150747,Shot,Middle East,0,1.0,Middle East,28/10/2016,Syrian Observatory for Human Rights,Partially Verified,37.18312,42.12336,Syrian
150748,Presumed drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,08/02/2017,Lider Web,Partially Verified,27.47692542,-99.48162815,UNKNOWN
150749,Shot,Middle East/ South Asia,0,3.0,Middle East,04/12/2016,Syrian Observatory for Human Rights,Partially Verified,36.2,36.516667,Syria
150750,Shot,Middle East,0,4.0,Middle East,04/12/2016,Syrian Observatory for Human Rights,Partially Verified,36.21360732,36.613869,Syria
150751,Shot,Middle East,0,3.0,Middle East,24/12/2016,Syrian Observatory for Human Rights,Partially Verified,37.104167,40.93,Syrian
150752,Hypothermia,Central America & Mexico,0,1.0,U.S./Mexico Border,24/12/2016,Pima County Office of the Medical Examiner,Partially Verified,32.2217429,-110.926479,Guatemala
150753,Hit by car,North Africa,0,1.0,Europe,22/10/2016,Imperia,Partially Verified,43.7593223,7.440285671,Sudan
150754,Heart attack,Central America & Mexico,0,1.0,Central America incl. Mexico,31/03/2016,Grupo Beta Ixtepec,Partially Verified,16.749866,-92.94896800000001,El Salvador
150755,Renal insufficiency,Central America & Mexico,0,1.0,Central America incl. Mexico,31/10/2016,Grupo Beta Ixtepec,Verified,16.4390101,-95.01745716,Guatemala
151146,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,18/10/2016,Desaparecidos y sin reclamar en la frontera via Facebook,Partially Verified,32.76038748,-115.33022,UNKNOWN
151147,Hit by train,North Africa,0,1.0,Europe,11/12/2016,Sky Bet,Partially Verified,43.79464247,7.605008541,Argelia
151148,Drowning,UNKNOWN,0,2.0,Mediterranean,30/12/2016,IOM Tunisia,Verified,33.50365352,11.12054967,UNKNOWN
151546,Presumed drowning,Sub-Saharan Africa,3.0,0.0,Mediterranean,29/01/2017,El mundo,Partially Verified,36.51395307,-2.173014985,UNKNOWN
151547,Presumed drowning,Sub-Saharan Africa,2.0,0.0,Mediterranean,11/02/2017,Andaluc�a Informacion and Europa Sur,Partially Verified,36.0024962,-5.623007208,UNKNOWN
151946,Drowning,South Asia,0.0,1.0,Europe,02/02/2017,IOM Bulgaria,Verified,46.08660849,20.04484244,Afghanistan
151947,Hypothermia,South Asia,0.0,1.0,Europe,11/02/2017,UNHCR,Partially Verified,43.15305749,22.586108199999998,Pakistan
151948,Presumed drowning,Sub-Saharan Africa,9.0,,Mediterranean,14/02/2017,Salvamento Maritimo via Twitter and Entre Fronteras,Partially Verified,35.83204922,-5.754814862000001,UNKNOWN
152346,Drowning,South East Asia,0,5.0,Southeast Asia,06/11/2016,Arakan Times,Partially Verified,20.91646515,92.29219905,Myanmar
152347,Shot,South East Asia,0,1.0,Southeast Asia,29/11/2016,OHCHR - Report of OHCHR mission to Bangladesh,Verified,20.95360957,92.27383152,Myanmar
152348,Presumed drowning,South East Asia,0,18.0,Southeast Asia,14/12/2016,OHCHR,Verified,20.59295417,92.39558721,Myanmar
152349,Shot,South East Asia,0,1.0,Southeast Asia,29/12/2016,OHCHR,Verified,20.71845779,92.37075765,Myanmar
152746,Drowning,South East Asia,0,3.0,Southeast Asia,14/11/2016,Report of OHCHR mission to Bangladesh,Verified,20.98652606,92.25909613,Myanmar
153146,Raped and Murdured,Central America & Mexico,0,1.0,Central America incl. Mexico,16/01/2017,La Policiaca and Cuarto de Guerra,Partially Verified,19.41681721,-98.12923511,Honduras
153546,Drowning,Sub-Saharan Africa,0,74.0,Mediterranean,19/02/2017,"IOM Libya, Libyan Red Crescent",Verified,32.79602863,12.73482604,Mixed
153547,UNKNOWN,Central America & Mexico,0,1.0,Central America incl. Mexico,24/03/2016,El Circo,Partially Verified,22.08332617,-102.2666571,UNKNOWN
153548,Hypothermia,Middle East,0,1.0,Europe,25/12/2016,UNHCR,Partially Verified,43.22980166,22.8833203,Iraqui
153946,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse,Horn of Africa,0,1.0,North Africa,19/07/2016,Regional Mixed Migration Secretariat,Partially Verified,30.71824567,34.25173113,UNKNOWN
154346,Mixed,Central America & Mexico,0,18.0,U.S./Mexico Border,30/12/2016,Hidalgo County Sheriff,Verified,26.10034921,-98.26306991,Mixed
154746,Drowning,Caribbean,8.0,4.0,Caribbean,20/02/2017,Dominican Today,Partially Verified,19.02500683,-68.98153095,Domican Republic
155146,Presumed Drowning,South East Asia,6.0,7.0,Southeast Asia,06/02/2017,AFP,Partially Verified,6.747518737,116.22492790000001,Indonesia
155147,Fell from train,UNKNOWN,0,1.0,Central America incl. Mexico,03/02/2017,El Mundo Cordoba,Partially Verified,18.74653191,-96.78310162,Guatemala
155148,Hit by train,UNKNOWN,0,1.0,Central America incl. Mexico,21/02/2017,Periodico Correo,Partially Verified,20.511594,-100.950461,UNKNOWN
155149,Presumed drowning,South Asia,0,3.0,Europe,21/02/2017,Expansion,Partially Verified,40.94202118,26.35335317,Pakistan
155151,Suffocation,Sub-Saharan Africa,0,13.0,North Africa,21/02/2017,IFRC MENA,Partially Verified,32.52734764,14.28525595,UNKNOWN
155152,Presumed drowning,UNKNOWN,0,14.0,Mediterranean,22/02/2017,IOM Libya,Partially Verified,32.82198289,12.64941206,UNKNOWN
155546,Presumed drowning,Central America & Mexico,0,1.0,Central America incl. Mexico,14/02/2017,El Mundo de Orizaba,Partially Verified,18.83392934,-97.10562817,Honduras
155946,Presumed drowning,UNKNOWN,0,6.0,Mediterranean,18/02/2017,IOM Libya,Partially Verified,32.79612746,12.75750508,UNKNOWN
156346,Presumed drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,22/02/2017,Super Channel 12,Partially Verified,28.7087934,-100.51185770000001,UNKNOWN
156347,Vehicle incident,Central America & Mexico,0,2.0,U.S./Mexico Border,22/02/2017,Localo,Partially Verified,32.22770601,-108.01338249999999,UNKNOWN
156348,Drowning,UNKNOWN,0,1.0,Mediterranean,22/02/2017,EFE,Partially Verified,35.89530941,-5.303482164,UNKNOWN
156349,Hit by vehicle,Central America & Mexico,0,1.0,Central America incl. Mexico,23/02/2017,El Orbe,Partially Verified,15.15644602,-92.47823249999999,UNKNOWN
156746,Presumed drowning,UNKNOWN,105.0,,Mediterranean,18/02/2017,IOM Libya,Partially Verified,32.75587422,14.41983847,UNKNOWN
157146,Drowning,UNKNOWN,0,13.0,Mediterranean,21/02/2017,IOM Libya,Partially Verified,32.66007156,14.26006464,UNKNOWN
157546,Murdered,Caribbean,0,1.0,Caribbean,31/01/2016,7 d�as,Partially Verified,19.54345523,-71.70899167,Haitian
157547,Presumed drowning,UNKNOWN,9.0,,Mediterranean,10/08/2016,Asociaci�n Pro Derechos Humanos de Andaluc�a,Partially Verified,35.91218521,-5.323158136,UNKNOWN
157548,"Starvation, sickness",Sub-Saharan Africa,0,12.0,North Africa,25/02/2017,Agencia Nova,Partially Verified,31.74078946,13.99680879,Reported as unspecified nationals of Africa
157549,Electrocution on railway,Horn of Africa,0,1.0,Europe,26/02/2017,La Provincia,Partially Verified,45.84876787,9.007684583,Somalia
157550,Unknown (remains),Caribbean,0,1.0,Caribbean,14/02/2017,Notidiarias,Partially Verified,19.56016818,-71.70798106,Haiti
157946,Presumed drowning,North Africa,3.0,1.0,Mediterranean,11/10/2016,Asociaci�n Pro Derechos Humanos de Andaluc�a,Partially Verified,35.904219,-5.316549173,Algerian
157947,Unknown (remains),Central America & Mexico,0,1.0,Central America incl. Mexico,23/11/2016,Minuto Chiapas,Partially Verified,16.73836151,-93.07303445,UNKNOWN
158346,Presumed drowning,UNKNOWN,0,1.0,Mediterranean,25/02/2017,Informador,Partially Verified,36.49102343,-6.322044316,UNKNOWN
158347,Presumed drowning,South America,0,1.0,U.S./Mexico Border,27/02/2017,Lider Web,Partially Verified,27.425682399999996,-99.5320073,Brazil
158348,Presumed drowning,Sub-Saharan Africa,0,1.0,Mediterranean,28/02/2017,Europa Sur,Partially Verified,36.07359251,-5.422005511,UNKNOWN
158746,Vehicle accident,Horn of Africa,0,1.0,Middle East,03/07/2016,Society for Humanitarian Solidarity,Partially Verified,15.9999965,48.99999728,Ethiopia
158747,Drowning,Horn of Africa,0,4.0,Horn of Africa,14/07/2016,Society for Humanitarian Solidarity,Partially Verified,14.83250689,50.06411159,Ethiopia
158748,Presumed drowning,Sub-Saharan Africa,0,1.0,Mediterranean,01/03/2017,Salvamento Maritimo via Twitter and La Voz Libre,Partially Verified,36.07621517,-5.798028031,UNKNOWN
158749,Presumed drowning,UNKNOWN,25.0,,Mediterranean,02/03/2017,IOM Italy,Partially Verified,33.01985834,13.364131,UNKNOWN
158750,Presumed drowning,UNKNOWN,6.0,,Mediterranean,03/03/2017,IOM Italy,Partially Verified,35.11388467,13.563510999999998,UNKNOWN
158751,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,07/02/2017,Pima County Office of the Medical Examiner,Verified,31.4246,-111.2435,UNKNOWN
158752,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,08/02/2017,Pima County Office of the Medical Examiner,Verified,31.907770000000003,-110.40456999999999,UNKNOWN
158754,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,12/02/2017,Pima County Office of the Medical Examiner,Verified,31.847403999999997,-111.40471699999999,UNKNOWN
158755,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,13/02/2017,Pima County Office of the Medical Examiner,Verified,32.28982,-113.08218000000001,UNKNOWN
158756,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,14/02/2017,Pima County Office of the Medical Examiner,Verified,31.424390000000002,-111.24375,UNKNOWN
158757,Pima County (see spreadsheet for exact location),UNKNOWN,0,1.0,U.S./Mexico Border,10/02/2017,Pima County Office of the Medical Examiner,Verified,32.167790000000004,-113.11261999999999,UNKNOWN
158758,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,16/02/2017,Pima County Office of the Medical Examiner,Verified,31.93328029,-112.4628037,UNKNOWN
158759,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,17/02/2017,Pima County Office of the Medical Examiner,Verified,31.85898,-112.40396000000001,UNKNOWN
158760,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,19/02/2017,Pima County Office of the Medical Examiner,Verified,32.34814,-113.09823,UNKNOWN
158761,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,19/02/2017,Pima County Office of the Medical Examiner,Verified,32.393333,-113.1245,UNKNOWN
158762,Sickness,Sub-Saharan Africa,0,1.0,Mediterranean,02/03/2017,Reuters,Verified,37.22691210000001,15.48692366,UNKNOWN
158763,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,16/02/2017,Pima County Office of the Medical Examiner,Verified,31.95165,-112.83267,UNKNOWN
159146,Suffocation,Horn of Africa,0,1.0,Horn of Africa,22/09/2016,Society for Humanitarian Solidarity,Partially Verified,14.82207198,49.99628958,Ethiopia
159147,Presumed drowning,UNKNOWN,0,1.0,Mediterranean,25/02/2017,Informador,Partially Verified,32.80723493,12.72652707,UNKNOWN
159148,Shot,UNKNOWN,0,22.0,North Africa,04/03/2017,IOM Libya,Verified,32.79210419,12.48757782,UNKNOWN
159149,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,09/02/2017,Pima County Office of the Medical Examiner,Verified,32.08317,-112.29913,UNKNOWN
159150,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,09/02/2017,Pima County Office of the Medical Examiner,Verified,32.31615,-113.08218000000001,UNKNOWN
159151,Unknown (skeletal remains),UNKNOWN,0,1.0,U.S./Mexico Border,09/02/2017,Pima County Office of the Medical Examiner,Verified,32.3235,-113.10186000000002,UNKNOWN
159152,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,21/02/2017,Pima County Office of the Medical Examiner,Verified,31.820317,-112.141433,UNKNOWN
159153,Sickness,Central America & Mexico,0,1.0,U.S./Mexico Border,23/02/2017,Pima County Office of the Medical Examiner,Verified,31.492929999999998,-111.40696000000001,Mexico
159154,Unknown (skeletal remains),Central America & Mexico,0,1.0,U.S./Mexico Border,24/02/2017,Pima County Office of the Medical Examiner,Verified,31.77614,-111.23924,UNKNOWN
159546,UNKNOWN,South America,0,1.0,Central America incl. Mexico,03/03/2015,El norte and El Diario,Partially Verified,19.682152,-101.16972700000001,Ecuator
159946,heart attack,Caribbean,0,1.0,South America,26/05/2015,Diario de Cuba & El Colombiano,Partially Verified,8.092615997000001,-76.73311055,Cuban
159947,Presumed drowning,Caribbean,0,1.0,South America,31/07/2015,El Colombiano,Partially Verified,8.523924852,-77.28751142,Cuban
159948,Drowning,UNKNOWN,0,7.0,Mediterranean,29/12/2015,IOM Tunisia,Verified,33.54701636,11.09801346,UNKNOWN
160346,Presumed drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,05/03/2017,La prensa.mx,Partially Verified,26.09580448,-98.27295545,UNKNOWN
160746,Hit by vehicle,Central America & Mexico,0,1.0,Central America incl. Mexico,06/03/2017,La Noticia SV & La prensa gr�fica,Partially Verified,13.790580800000003,-89.27489911,Honduras
161146,Drowning,UNKNOWN,0,3.0,Mediterranean,07/03/2017,IOM Lybia,Verified,32.65750775,14.27353748,UNKNOWN
161147,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Excessive_physical_abuse,Horn of Africa,0,3.0,North Africa,03/01/2017,Regional Mixed Migration Secretariat,Partially Verified,30.75544713,20.226256600000003,UNKNOWN
161148,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,0,1.0,North Africa,09/01/2017,Regional Mixed Migration Secretariat,Partially Verified,17.70373749,33.98701916,UNKNOWN
161149,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,0,1.0,North Africa,09/01/2017,Regional Mixed Migration Secretariat,Partially Verified,19.30849455,32.18793064,UNKNOWN
161150,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,0,1.0,North Africa,12/01/2017,Regional Mixed Migration Secretariat,Partially Verified,14.20529793,34.22817459,UNKNOWN
161546,UNKNOWN,UNKNOWN,0,1.0,Mediterranean,10/03/2017,IOMLybia,Verified,32.80742415,12.50878272,Uknown
161547,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa,0,3.0,North Africa,06/01/2017,Regional Mixed Migration Secretariat,Partially Verified,17.7687067,33.69604622,UNKNOWN
161548,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse Sexual_abuse,UNKNOWN,0,2.0,North Africa,06/01/2017,Regional Mixed Migration Secretariat,Partially Verified,17.70952724,33.97732029,UNKNOWN
161549,Starvation Excessive_physical_abuse,Horn of Africa,0,3.0,North Africa,12/01/2017,Regional Mixed Migration Secretariat,Partially Verified,17.69610693,34.06748712,UNKNOWN
161550,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Suffocation,Horn of Africa,0,4.0,North Africa,12/01/2017,Regional Mixed Migration Secretariat,Partially Verified,18.08568494,33.25615821,UNKNOWN
161946,Vehicle_Accident,Horn of Africa,0,2.0,North Africa,12/01/2017,Regional Mixed Migration Secretariat,Partially Verified,26.14755578,32.73252589,UNKNOWN
161947,Excessive_physical_abuse,Horn of Africa,0,2.0,North Africa,15/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.5633258,32.50098367,UNKNOWN
161949,Excessive_physical_abuse,Horn of Africa,0,4.0,North Africa,15/11/2016,Regional Mixed Migration Secretariat,Partially Verified,18.3637673,27.81234406,UNKNOWN
161950,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa,0,2.0,North Africa,15/11/2016,Regional Mixed Migration Secretariat,Partially Verified,24.0931876,32.90390061,UNKNOWN
161951,Shot_or_Stabbed,Horn of Africa,0,2.0,Horn of Africa,16/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.18831528,37.037485,UNKNOWN
161952,Excessive_physical_abuse,Horn of Africa,0,1.0,North Africa,16/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.0986171,33.22614732,UNKNOWN
161953,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,0,1.0,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.8441217,32.58386522,UNKNOWN
161954,Sickness_and_lack_of_access_to_medicines,Horn of Africa,0,1.0,Horn of Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,9.552560193,44.0598875,UNKNOWN
161955,Sexual_abuse,Horn of Africa,0,1.0,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09671699,33.22528901,UNKNOWN
161957,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa,0,3.0,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,17.70290838,33.98281345,UNKNOWN
161958,Vehicle_Accident,North Africa,0,3.0,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,17.70233193,33.98384342,UNKNOWN
161959,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse,Horn of Africa,0,2.0,North Africa,17/11/2016,Regional Mixed Migration Secretariat,Partially Verified,19.15724267,30.41882166,UNKNOWN
161960,Shot_or_Stabbed,Horn of Africa,0,1.0,Horn of Africa,18/11/2016,Regional Mixed Migration Secretariat,Partially Verified,14.54568848,39.40012689,UNKNOWN
161962,Dehydration Harsh_weather_lack_of_adequate_shelter,Horn of Africa,0,1.0,Horn of Africa,18/11/2016,Regional Mixed Migration Secretariat,Partially Verified,17.44871395,38.63282319,UNKNOWN
161963,Sickness_and_lack_of_access_to_medicines,Horn of Africa,0,1.0,North Africa,18/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.55107171,32.70320077,UNKNOWN
161964,Vehicle_Accident,Horn of Africa,0,1.0,North Africa,18/11/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09162758,32.90570305,UNKNOWN
161965,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,0,1.0,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,13.137611800000002,33.92765188,UNKNOWN
161966,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,0,2.0,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,24.05638836,32.89549985,UNKNOWN
161967,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,0,1.0,Horn of Africa,20/11/2016,Regional Mixed Migration Secretariat,Partially Verified,11.79797422,42.87807523,UNKNOWN
161968,Vehicle_Accident,Horn of Africa,0,2.0,North Africa,19/11/2016,Regional Mixed Migration Secretariat,Partially Verified,15.55139252,32.52717226,UNKNOWN
161969,Dehydration,Horn of Africa,0,1.0,North Africa,20/11/2016,Regional Mixed Migration Secretariat,Partially Verified,25.77452111,19.64833176,UNKNOWN
161970,Sickness_and_lack_of_access_to_medicines,Horn of Africa,0,1.0,North Africa,20/11/2016,Regional Mixed Migration Secretariat,Partially Verified,19.37009772,27.19710968,UNKNOWN
161971,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse,Horn of Africa,0,5.0,North Africa,02/12/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09474055,32.90158318,UNKNOWN
161972,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,Horn of Africa,0,1.0,North Africa,07/12/2016,Regional Mixed Migration Secretariat,Partially Verified,16.67883059,33.43036079,UNKNOWN
161974,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa,0,6.0,North Africa,07/12/2016,Regional Mixed Migration Secretariat,Partially Verified,21.91829008,31.98966343,UNKNOWN
161975,Sickness_and_lack_of_access_to_medicines,Horn of Africa,0,1.0,North Africa,09/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.44119387,36.3926359,UNKNOWN
161976,Shot_or_Stabbed,Horn of Africa,0,1.0,Horn of Africa,10/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.20203507,36.50568368,UNKNOWN
161977,Sickness_and_lack_of_access_to_medicines,Horn of Africa,0,1.0,Horn of Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,10.43210897,45.01352278,UNKNOWN
161978,Excessive_physical_abuse,Horn of Africa,0,1.0,North Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09767934,33.22507444,UNKNOWN
161979,Sickness_and_lack_of_access_to_medicines,North Africa,0,1.0,North Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.28776938,33.07223149,UNKNOWN
161980,Excessive_physical_abuse,Horn of Africa,0,2.0,North Africa,13/12/2016,Regional Mixed Migration Secretariat,Partially Verified,18.0304508,33.98260019,UNKNOWN
161981,Shot_or_Stabbed,Horn of Africa,0,1.0,Horn of Africa,14/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.19979397,36.54491522,UNKNOWN
161982,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,0,1.0,Horn of Africa,14/12/2016,Regional Mixed Migration Secretariat,Partially Verified,9.34072301,42.79638181,UNKNOWN
161983,Sickness_and_lack_of_access_to_medicines Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa,0,5.0,North Africa,15/12/2016,Regional Mixed Migration Secretariat,Partially Verified,22.21659722,32.53019379,UNKNOWN
161984,Sickness_and_lack_of_access_to_medicines Excessive_physical_abuse Sexual_abuse,Horn of Africa,0,2.0,North Africa,15/12/2016,Regional Mixed Migration Secretariat,Partially Verified,22.3745078,32.24090746,UNKNOWN
161985,Sickness_and_lack_of_access_to_medicines,Horn of Africa,0,1.0,North Africa,15/12/2016,Regional Mixed Migration Secretariat,Partially Verified,3.9366299739999997,41.86700975,UNKNOWN
161986,Vehicle_Accident,Horn of Africa,0,1.0,North Africa,16/12/2016,Regional Mixed Migration Secretariat,Partially Verified,25.5646807,31.80082105,UNKNOWN
161987,Sickness_and_lack_of_access_to_medicines Harsh_weather_lack_of_adequate_shelter,Horn of Africa,0,1.0,Horn of Africa,16/12/2016,Regional Mixed Migration Secretariat,Partially Verified,9.588235894,41.864090399999995,UNKNOWN
161988,Starvation,Horn of Africa,0,20.0,North Africa,17/12/2016,Regional Mixed Migration Secretariat,Partially Verified,30.09959604,13.96755217,UNKNOWN
161989,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa,0,1.0,Horn of Africa,17/12/2016,Regional Mixed Migration Secretariat,Partially Verified,8.416666425,48.48329913,UNKNOWN
161990,Excessive_physical_abuse,Horn of Africa,0,1.0,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09885893,33.22477403,UNKNOWN
161991,Shot_or_Stabbed,Horn of Africa,0,2.0,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,19.39245478,31.3818445,UNKNOWN
161992,Vehicle_Accident,Horn of Africa,0,2.0,Horn of Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,12.55,37.4256,UNKNOWN
161993,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa,0,5.0,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,20.77606786,32.06888893,UNKNOWN
161994,Sickness_and_lack_of_access_to_medicines,Horn of Africa,0,1.0,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,14.09778753,33.225779100000004,UNKNOWN
161995,Sickness_and_lack_of_access_to_medicines Starvation Suffocation Excessive_physical_abuse,Horn of Africa,0,4.0,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,24.09317989,32.89928156,UNKNOWN
161996,Harsh_weather_lack_of_adequate_shelter,UNKNOWN,0,3.0,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,17.69957883,33.98616085,UNKNOWN
161997,Harsh_weather_lack_of_adequate_shelter,Horn of Africa,0,3.0,North Africa,18/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.53259494,32.52741952,UNKNOWN
161998,Vehicle_Accident,Horn of Africa,0,2.0,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,15.53988859,32.53806253,UNKNOWN
161999,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa,0,12.0,Sub-Saharan Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,-25.88116934,32.82749901,UNKNOWN
162000,Sickness_and_lack_of_access_to_medicines Vehicle_Accident,Horn of Africa,0,6.0,North Africa,19/12/2016,Regional Mixed Migration Secretariat,Partially Verified,17.74862705,34.00180693,UNKNOWN
